game,2011,3,20110925,201109250nor,htx,"Houston Texans",33,nor,"New Orleans Saints",40
player,201109250nor,htx,JackKa99,fumbles_rec,0,,,,,
player,201109250nor,htx,JackKa99,fumbles_rec_yds,0,,,,,
player,201109250nor,htx,JackKa99,fumbles_rec_td,0,,,,,
player,201109250nor,htx,JackKa99,fumbles_forced,0,,,,,
player,201109250nor,htx,QuinGl99,def_int,0,,,,,
player,201109250nor,htx,QuinGl99,def_int_yds,0,,,,,
player,201109250nor,htx,QuinGl99,def_int_td,0,,,,,
player,201109250nor,htx,QuinGl99,def_int_long,0,,,,,
player,201109250nor,htx,QuinGl99,pass_defended,0,,,,,
player,201109250nor,htx,QuinGl99,sacks,0.0,,,,,
player,201109250nor,htx,QuinGl99,tackles_combined,8,,,,,
player,201109250nor,htx,QuinGl99,tackles_solo,6,,,,,
player,201109250nor,htx,QuinGl99,tackles_assists,2,,,,,
player,201109250nor,htx,QuinGl99,tackles_loss,0,,,,,
player,201109250nor,htx,QuinGl99,qb_hits,0,,,,,
player,201109250nor,htx,QuinGl99,fumbles_rec,0,,,,,
player,201109250nor,htx,QuinGl99,fumbles_rec_yds,0,,,,,
player,201109250nor,htx,QuinGl99,fumbles_rec_td,0,,,,,
player,201109250nor,htx,QuinGl99,fumbles_forced,0,,,,,
player,201109250nor,htx,RyanDe20,def_int,0,,,,,
player,201109250nor,htx,RyanDe20,def_int_yds,0,,,,,
player,201109250nor,htx,RyanDe20,def_int_td,0,,,,,
player,201109250nor,htx,RyanDe20,def_int_long,0,,,,,
player,201109250nor,htx,RyanDe20,pass_defended,1,,,,,
player,201109250nor,htx,RyanDe20,sacks,0.0,,,,,
player,201109250nor,htx,RyanDe20,tackles_combined,6,,,,,
player,201109250nor,htx,RyanDe20,tackles_solo,6,,,,,
player,201109250nor,htx,RyanDe20,tackles_assists,0,,,,,
player,201109250nor,htx,RyanDe20,tackles_loss,1,,,,,
player,201109250nor,htx,RyanDe20,qb_hits,0,,,,,
player,201109250nor,htx,RyanDe20,fumbles_rec,0,,,,,
player,201109250nor,htx,RyanDe20,fumbles_rec_yds,0,,,,,
player,201109250nor,htx,RyanDe20,fumbles_rec_td,0,,,,,
player,201109250nor,htx,RyanDe20,fumbles_forced,0,,,,,
player,201109250nor,htx,CushBr99,def_int,0,,,,,
player,201109250nor,htx,CushBr99,def_int_yds,0,,,,,
player,201109250nor,htx,CushBr99,def_int_td,0,,,,,
player,201109250nor,htx,CushBr99,def_int_long,0,,,,,
player,201109250nor,htx,CushBr99,pass_defended,0,,,,,
player,201109250nor,htx,CushBr99,sacks,0.0,,,,,
player,201109250nor,htx,CushBr99,tackles_combined,5,,,,,
player,201109250nor,htx,CushBr99,tackles_solo,4,,,,,
player,201109250nor,htx,CushBr99,tackles_assists,1,,,,,
player,201109250nor,htx,CushBr99,tackles_loss,0,,,,,
player,201109250nor,htx,CushBr99,qb_hits,2,,,,,
player,201109250nor,htx,CushBr99,fumbles_rec,0,,,,,
player,201109250nor,htx,CushBr99,fumbles_rec_yds,0,,,,,
player,201109250nor,htx,CushBr99,fumbles_rec_td,0,,,,,
player,201109250nor,htx,CushBr99,fumbles_forced,0,,,,,
player,201109250nor,htx,NolaTr99,def_int,0,,,,,
player,201109250nor,htx,NolaTr99,def_int_yds,0,,,,,
player,201109250nor,htx,NolaTr99,def_int_td,0,,,,,
player,201109250nor,htx,NolaTr99,def_int_long,0,,,,,
player,201109250nor,htx,NolaTr99,pass_defended,1,,,,,
player,201109250nor,htx,NolaTr99,sacks,0.0,,,,,
player,201109250nor,htx,NolaTr99,tackles_combined,5,,,,,
player,201109250nor,htx,NolaTr99,tackles_solo,5,,,,,
player,201109250nor,htx,NolaTr99,tackles_assists,0,,,,,
player,201109250nor,htx,NolaTr99,tackles_loss,0,,,,,
player,201109250nor,htx,NolaTr99,qb_hits,0,,,,,
player,201109250nor,htx,NolaTr99,fumbles_rec,0,,,,,
player,201109250nor,htx,NolaTr99,fumbles_rec_yds,0,,,,,
player,201109250nor,htx,NolaTr99,fumbles_rec_td,0,,,,,
player,201109250nor,htx,NolaTr99,fumbles_forced,0,,,,,
player,201109250nor,htx,AlleJa23,def_int,0,,,,,
player,201109250nor,htx,AlleJa23,def_int_yds,0,,,,,
player,201109250nor,htx,AlleJa23,def_int_td,0,,,,,
player,201109250nor,htx,AlleJa23,def_int_long,0,,,,,
player,201109250nor,htx,AlleJa23,pass_defended,0,,,,,
player,201109250nor,htx,AlleJa23,sacks,0.0,,,,,
player,201109250nor,htx,AlleJa23,tackles_combined,4,,,,,
player,201109250nor,htx,AlleJa23,tackles_solo,4,,,,,
player,201109250nor,htx,AlleJa23,tackles_assists,0,,,,,
player,201109250nor,htx,AlleJa23,tackles_loss,0,,,,,
player,201109250nor,htx,AlleJa23,qb_hits,0,,,,,
player,201109250nor,htx,AlleJa23,fumbles_rec,0,,,,,
player,201109250nor,htx,AlleJa23,fumbles_rec_yds,0,,,,,
player,201109250nor,htx,AlleJa23,fumbles_rec_td,0,,,,,
player,201109250nor,htx,AlleJa23,fumbles_forced,0,,,,,
player,201109250nor,htx,HartBr01,def_int,0,,,,,
player,201109250nor,htx,HartBr01,def_int_yds,0,,,,,
player,201109250nor,htx,HartBr01,def_int_td,0,,,,,
player,201109250nor,htx,HartBr01,def_int_long,0,,,,,
player,201109250nor,htx,HartBr01,pass_defended,0,,,,,
player,201109250nor,htx,HartBr01,sacks,0.0,,,,,
player,201109250nor,htx,HartBr01,tackles_combined,3,,,,,
player,201109250nor,htx,HartBr01,tackles_solo,3,,,,,
player,201109250nor,htx,HartBr01,tackles_assists,0,,,,,
player,201109250nor,htx,HartBr01,tackles_loss,0,,,,,
player,201109250nor,htx,HartBr01,qb_hits,0,,,,,
player,201109250nor,htx,HartBr01,fumbles_rec,0,,,,,
player,201109250nor,htx,HartBr01,fumbles_rec_yds,0,,,,,
player,201109250nor,htx,HartBr01,fumbles_rec_td,0,,,,,
player,201109250nor,htx,HartBr01,fumbles_forced,0,,,,,
player,201109250nor,htx,BarwCo99,def_int,0,,,,,
player,201109250nor,htx,BarwCo99,def_int_yds,0,,,,,
player,201109250nor,htx,BarwCo99,def_int_td,0,,,,,
player,201109250nor,htx,BarwCo99,def_int_long,0,,,,,
player,201109250nor,htx,BarwCo99,pass_defended,0,,,,,
player,201109250nor,htx,BarwCo99,sacks,0.0,,,,,
player,201109250nor,htx,BarwCo99,tackles_combined,2,,,,,
player,201109250nor,htx,BarwCo99,tackles_solo,2,,,,,
player,201109250nor,htx,BarwCo99,tackles_assists,0,,,,,
player,201109250nor,htx,BarwCo99,tackles_loss,0,,,,,
player,201109250nor,htx,BarwCo99,qb_hits,0,,,,,
player,201109250nor,htx,BarwCo99,fumbles_rec,0,,,,,
player,201109250nor,htx,BarwCo99,fumbles_rec_yds,0,,,,,
player,201109250nor,htx,BarwCo99,fumbles_rec_td,0,,,,,
player,201109250nor,htx,BarwCo99,fumbles_forced,0,,,,,
player,201109250nor,htx,DobbTi20,def_int,0,,,,,
player,201109250nor,htx,DobbTi20,def_int_yds,0,,,,,
player,201109250nor,htx,DobbTi20,def_int_td,0,,,,,
player,201109250nor,htx,DobbTi20,def_int_long,0,,,,,
player,201109250nor,htx,DobbTi20,pass_defended,0,,,,,
player,201109250nor,htx,DobbTi20,sacks,0.0,,,,,
player,201109250nor,htx,DobbTi20,tackles_combined,1,,,,,
player,201109250nor,htx,DobbTi20,tackles_solo,1,,,,,
player,201109250nor,htx,DobbTi20,tackles_assists,0,,,,,
player,201109250nor,htx,DobbTi20,tackles_loss,0,,,,,
player,201109250nor,htx,DobbTi20,qb_hits,0,,,,,
player,201109250nor,htx,DobbTi20,fumbles_rec,0,,,,,
player,201109250nor,htx,DobbTi20,fumbles_rec_yds,0,,,,,
player,201109250nor,htx,DobbTi20,fumbles_rec_td,0,,,,,
player,201109250nor,htx,DobbTi20,fumbles_forced,0,,,,,
player,201109250nor,htx,ReedBr00,def_int,0,,,,,
player,201109250nor,htx,ReedBr00,def_int_yds,0,,,,,
player,201109250nor,htx,ReedBr00,def_int_td,0,,,,,
player,201109250nor,htx,ReedBr00,def_int_long,0,,,,,
player,201109250nor,htx,ReedBr00,pass_defended,0,,,,,
player,201109250nor,htx,ReedBr00,sacks,0.0,,,,,
player,201109250nor,htx,ReedBr00,tackles_combined,1,,,,,
player,201109250nor,htx,ReedBr00,tackles_solo,0,,,,,
player,201109250nor,htx,ReedBr00,tackles_assists,1,,,,,
player,201109250nor,htx,ReedBr00,tackles_loss,0,,,,,
player,201109250nor,htx,ReedBr00,qb_hits,0,,,,,
player,201109250nor,htx,ReedBr00,fumbles_rec,0,,,,,
player,201109250nor,htx,ReedBr00,fumbles_rec_yds,0,,,,,
player,201109250nor,htx,ReedBr00,fumbles_rec_td,0,,,,,
player,201109250nor,htx,ReedBr00,fumbles_forced,0,,,,,
player,201109250nor,htx,WillMa22,def_int,0,,,,,
player,201109250nor,htx,WillMa22,def_int_yds,0,,,,,
player,201109250nor,htx,WillMa22,def_int_td,0,,,,,
player,201109250nor,htx,WillMa22,def_int_long,0,,,,,
player,201109250nor,htx,WillMa22,pass_defended,0,,,,,
player,201109250nor,htx,WillMa22,sacks,0.0,,,,,
player,201109250nor,htx,WillMa22,tackles_combined,1,,,,,
player,201109250nor,htx,WillMa22,tackles_solo,1,,,,,
player,201109250nor,htx,WillMa22,tackles_assists,0,,,,,
player,201109250nor,htx,WillMa22,tackles_loss,0,,,,,
player,201109250nor,htx,WillMa22,qb_hits,0,,,,,
player,201109250nor,htx,WillMa22,fumbles_rec,0,,,,,
player,201109250nor,htx,WillMa22,fumbles_rec_yds,0,,,,,
player,201109250nor,htx,WillMa22,fumbles_rec_td,0,,,,,
player,201109250nor,htx,WillMa22,fumbles_forced,0,,,,,
player,201109250nor,htx,JamiTi99,def_int,0,,,,,
player,201109250nor,htx,JamiTi99,def_int_yds,0,,,,,
player,201109250nor,htx,JamiTi99,def_int_td,0,,,,,
player,201109250nor,htx,JamiTi99,def_int_long,0,,,,,
player,201109250nor,htx,JamiTi99,pass_defended,1,,,,,
player,201109250nor,htx,JamiTi99,sacks,0.0,,,,,
player,201109250nor,htx,JamiTi99,tackles_combined,0,,,,,
player,201109250nor,htx,JamiTi99,tackles_solo,0,,,,,
player,201109250nor,htx,JamiTi99,tackles_assists,0,,,,,
player,201109250nor,htx,JamiTi99,tackles_loss,0,,,,,
player,201109250nor,htx,JamiTi99,qb_hits,0,,,,,
player,201109250nor,htx,JamiTi99,fumbles_rec,0,,,,,
player,201109250nor,htx,JamiTi99,fumbles_rec_yds,0,,,,,
player,201109250nor,htx,JamiTi99,fumbles_rec_td,0,,,,,
player,201109250nor,htx,JamiTi99,fumbles_forced,0,,,,,
player,201109250nor,nor,GreeJa22,def_int,1,,,,,
player,201109250nor,nor,GreeJa22,def_int_yds,2,,,,,
player,201109250nor,nor,GreeJa22,def_int_td,0,,,,,
player,201109250nor,nor,GreeJa22,def_int_long,2,,,,,
player,201109250nor,nor,GreeJa22,pass_defended,2,,,,,
player,201109250nor,nor,GreeJa22,sacks,0.0,,,,,
player,201109250nor,nor,GreeJa22,tackles_combined,3,,,,,
player,201109250nor,nor,GreeJa22,tackles_solo,2,,,,,
player,201109250nor,nor,GreeJa22,tackles_assists,1,,,,,
player,201109250nor,nor,GreeJa22,tackles_loss,0,,,,,
player,201109250nor,nor,GreeJa22,qb_hits,0,,,,,
player,201109250nor,nor,GreeJa22,fumbles_rec,0,,,,,
player,201109250nor,nor,GreeJa22,fumbles_rec_yds,0,,,,,
player,201109250nor,nor,GreeJa22,fumbles_rec_td,0,,,,,
player,201109250nor,nor,GreeJa22,fumbles_forced,0,,,,,
player,201109250nor,nor,TorrLe20,def_int,0,,,,,
player,201109250nor,nor,TorrLe20,def_int_yds,0,,,,,
player,201109250nor,nor,TorrLe20,def_int_td,0,,,,,
player,201109250nor,nor,TorrLe20,def_int_long,0,,,,,
player,201109250nor,nor,TorrLe20,pass_defended,2,,,,,
player,201109250nor,nor,TorrLe20,sacks,1.0,,,,,
player,201109250nor,nor,TorrLe20,tackles_combined,3,,,,,
player,201109250nor,nor,TorrLe20,tackles_solo,2,,,,,
player,201109250nor,nor,TorrLe20,tackles_assists,1,,,,,
player,201109250nor,nor,TorrLe20,tackles_loss,1,,,,,
player,201109250nor,nor,TorrLe20,qb_hits,1,,,,,
player,201109250nor,nor,TorrLe20,fumbles_rec,0,,,,,
player,201109250nor,nor,TorrLe20,fumbles_rec_yds,0,,,,,
player,201109250nor,nor,TorrLe20,fumbles_rec_td,0,,,,,
player,201109250nor,nor,TorrLe20,fumbles_forced,0,,,,,
player,201109250nor,nor,McBrTu99,def_int,0,,,,,
player,201109250nor,nor,McBrTu99,def_int_yds,0,,,,,
player,201109250nor,nor,McBrTu99,def_int_td,0,,,,,
player,201109250nor,nor,McBrTu99,def_int_long,0,,,,,
player,201109250nor,nor,McBrTu99,pass_defended,0,,,,,
player,201109250nor,nor,McBrTu99,sacks,1.0,,,,,
player,201109250nor,nor,McBrTu99,tackles_combined,1,,,,,
player,201109250nor,nor,McBrTu99,tackles_solo,1,,,,,
player,201109250nor,nor,McBrTu99,tackles_assists,0,,,,,
player,201109250nor,nor,McBrTu99,tackles_loss,1,,,,,
player,201109250nor,nor,McBrTu99,qb_hits,1,,,,,
player,201109250nor,nor,McBrTu99,fumbles_rec,0,,,,,
player,201109250nor,nor,McBrTu99,fumbles_rec_yds,0,,,,,
player,201109250nor,nor,McBrTu99,fumbles_rec_td,0,,,,,
player,201109250nor,nor,McBrTu99,fumbles_forced,0,,,,,
player,201109250nor,nor,DunbJo20,def_int,0,,,,,
player,201109250nor,nor,DunbJo20,def_int_yds,0,,,,,
player,201109250nor,nor,DunbJo20,def_int_td,0,,,,,
player,201109250nor,nor,DunbJo20,def_int_long,0,,,,,
player,201109250nor,nor,DunbJo20,pass_defended,2,,,,,
player,201109250nor,nor,DunbJo20,sacks,0.0,,,,,
player,201109250nor,nor,DunbJo20,tackles_combined,10,,,,,
player,201109250nor,nor,DunbJo20,tackles_solo,6,,,,,
player,201109250nor,nor,DunbJo20,tackles_assists,4,,,,,
player,201109250nor,nor,DunbJo20,tackles_loss,0,,,,,
player,201109250nor,nor,DunbJo20,qb_hits,0,,,,,
player,201109250nor,nor,DunbJo20,fumbles_rec,0,,,,,
player,201109250nor,nor,DunbJo20,fumbles_rec_yds,0,,,,,
player,201109250nor,nor,DunbJo20,fumbles_rec_td,0,,,,,
player,201109250nor,nor,DunbJo20,fumbles_forced,0,,,,,
player,201109250nor,nor,HarpRo21,def_int,0,,,,,
player,201109250nor,nor,HarpRo21,def_int_yds,0,,,,,
player,201109250nor,nor,HarpRo21,def_int_td,0,,,,,
player,201109250nor,nor,HarpRo21,def_int_long,0,,,,,
player,201109250nor,nor,HarpRo21,pass_defended,1,,,,,
player,201109250nor,nor,HarpRo21,sacks,0.0,,,,,
player,201109250nor,nor,HarpRo21,tackles_combined,7,,,,,
player,201109250nor,nor,HarpRo21,tackles_solo,5,,,,,
player,201109250nor,nor,HarpRo21,tackles_assists,2,,,,,
player,201109250nor,nor,HarpRo21,tackles_loss,0,,,,,
player,201109250nor,nor,HarpRo21,qb_hits,0,,,,,
player,201109250nor,nor,HarpRo21,fumbles_rec,0,,,,,
player,201109250nor,nor,HarpRo21,fumbles_rec_yds,0,,,,,
player,201109250nor,nor,HarpRo21,fumbles_rec_td,0,,,,,
player,201109250nor,nor,HarpRo21,fumbles_forced,0,,,,,
player,201109250nor,nor,SmitWi99,def_int,0,,,,,
player,201109250nor,nor,SmitWi99,def_int_yds,0,,,,,
player,201109250nor,nor,SmitWi99,def_int_td,0,,,,,
player,201109250nor,nor,SmitWi99,def_int_long,0,,,,,
player,201109250nor,nor,SmitWi99,pass_defended,0,,,,,
player,201109250nor,nor,SmitWi99,sacks,0.0,,,,,
player,201109250nor,nor,SmitWi99,tackles_combined,6,,,,,
player,201109250nor,nor,SmitWi99,tackles_solo,4,,,,,
player,201109250nor,nor,SmitWi99,tackles_assists,2,,,,,
player,201109250nor,nor,SmitWi99,tackles_loss,1,,,,,
player,201109250nor,nor,SmitWi99,qb_hits,1,,,,,
player,201109250nor,nor,SmitWi99,fumbles_rec,0,,,,,
player,201109250nor,nor,SmitWi99,fumbles_rec_yds,0,,,,,
player,201109250nor,nor,SmitWi99,fumbles_rec_td,0,,,,,
player,201109250nor,nor,SmitWi99,fumbles_forced,0,,,,,
player,201109250nor,nor,JenkMa99,def_int,0,,,,,
player,201109250nor,nor,JenkMa99,def_int_yds,0,,,,,
player,201109250nor,nor,JenkMa99,def_int_td,0,,,,,
player,201109250nor,nor,JenkMa99,def_int_long,0,,,,,
player,201109250nor,nor,JenkMa99,pass_defended,0,,,,,
player,201109250nor,nor,JenkMa99,sacks,0.0,,,,,
player,201109250nor,nor,JenkMa99,tackles_combined,5,,,,,
player,201109250nor,nor,JenkMa99,tackles_solo,4,,,,,
player,201109250nor,nor,JenkMa99,tackles_assists,1,,,,,
player,201109250nor,nor,JenkMa99,tackles_loss,0,,,,,
player,201109250nor,nor,JenkMa99,qb_hits,0,,,,,
player,201109250nor,nor,JenkMa99,fumbles_rec,0,,,,,
player,201109250nor,nor,JenkMa99,fumbles_rec_yds,0,,,,,
player,201109250nor,nor,JenkMa99,fumbles_rec_td,0,,,,,
player,201109250nor,nor,JenkMa99,fumbles_forced,0,,,,,
player,201109250nor,nor,ShanSc20,def_int,0,,,,,
player,201109250nor,nor,ShanSc20,def_int_yds,0,,,,,
player,201109250nor,nor,ShanSc20,def_int_td,0,,,,,
player,201109250nor,nor,ShanSc20,def_int_long,0,,,,,
player,201109250nor,nor,ShanSc20,pass_defended,0,,,,,
player,201109250nor,nor,ShanSc20,sacks,0.0,,,,,
player,201109250nor,nor,ShanSc20,tackles_combined,5,,,,,
player,201109250nor,nor,ShanSc20,tackles_solo,1,,,,,
player,201109250nor,nor,ShanSc20,tackles_assists,4,,,,,
player,201109250nor,nor,ShanSc20,tackles_loss,0,,,,,
player,201109250nor,nor,ShanSc20,qb_hits,0,,,,,
player,201109250nor,nor,ShanSc20,fumbles_rec,0,,,,,
player,201109250nor,nor,ShanSc20,fumbles_rec_yds,0,,,,,
player,201109250nor,nor,ShanSc20,fumbles_rec_td,0,,,,,
player,201109250nor,nor,ShanSc20,fumbles_forced,0,,,,,
player,201109250nor,nor,ElliSe99,def_int,0,,,,,
player,201109250nor,nor,ElliSe99,def_int_yds,0,,,,,
player,201109250nor,nor,ElliSe99,def_int_td,0,,,,,
player,201109250nor,nor,ElliSe99,def_int_long,0,,,,,
player,201109250nor,nor,ElliSe99,pass_defended,0,,,,,
player,201109250nor,nor,ElliSe99,sacks,0.0,,,,,
player,201109250nor,nor,ElliSe99,tackles_combined,4,,,,,
player,201109250nor,nor,ElliSe99,tackles_solo,2,,,,,
player,201109250nor,nor,ElliSe99,tackles_assists,2,,,,,
player,201109250nor,nor,ElliSe99,tackles_loss,0,,,,,
player,201109250nor,nor,ElliSe99,qb_hits,0,,,,,
player,201109250nor,nor,ElliSe99,fumbles_rec,0,,,,,
player,201109250nor,nor,ElliSe99,fumbles_rec_yds,0,,,,,
player,201109250nor,nor,ElliSe99,fumbles_rec_td,0,,,,,
player,201109250nor,nor,ElliSe99,fumbles_forced,0,,,,,
player,201109250nor,nor,RobiPa99,def_int,0,,,,,
player,201109250nor,nor,RobiPa99,def_int_yds,0,,,,,
player,201109250nor,nor,RobiPa99,def_int_td,0,,,,,
player,201109250nor,nor,RobiPa99,def_int_long,0,,,,,
player,201109250nor,nor,RobiPa99,pass_defended,0,,,,,
player,201109250nor,nor,RobiPa99,sacks,0.0,,,,,
player,201109250nor,nor,RobiPa99,tackles_combined,4,,,,,
player,201109250nor,nor,RobiPa99,tackles_solo,3,,,,,
player,201109250nor,nor,RobiPa99,tackles_assists,1,,,,,
player,201109250nor,nor,RobiPa99,tackles_loss,0,,,,,
player,201109250nor,nor,RobiPa99,qb_hits,0,,,,,
player,201109250nor,nor,RobiPa99,fumbles_rec,0,,,,,
player,201109250nor,nor,RobiPa99,fumbles_rec_yds,0,,,,,
player,201109250nor,nor,RobiPa99,fumbles_rec_td,0,,,,,
player,201109250nor,nor,RobiPa99,fumbles_forced,0,,,,,
player,201109250nor,nor,JordCa00,def_int,0,,,,,
player,201109250nor,nor,JordCa00,def_int_yds,0,,,,,
player,201109250nor,nor,JordCa00,def_int_td,0,,,,,
player,201109250nor,nor,JordCa00,def_int_long,0,,,,,
player,201109250nor,nor,JordCa00,pass_defended,0,,,,,
player,201109250nor,nor,JordCa00,sacks,0.0,,,,,
player,201109250nor,nor,JordCa00,tackles_combined,3,,,,,
player,201109250nor,nor,JordCa00,tackles_solo,2,,,,,
player,201109250nor,nor,JordCa00,tackles_assists,1,,,,,
player,201109250nor,nor,JordCa00,tackles_loss,0,,,,,
player,201109250nor,nor,JordCa00,qb_hits,0,,,,,
player,201109250nor,nor,JordCa00,fumbles_rec,0,,,,,
player,201109250nor,nor,JordCa00,fumbles_rec_yds,0,,,,,
player,201109250nor,nor,JordCa00,fumbles_rec_td,0,,,,,
player,201109250nor,nor,JordCa00,fumbles_forced,0,,,,,
player,201109250nor,nor,RogeSh99,def_int,0,,,,,
player,201109250nor,nor,RogeSh99,def_int_yds,0,,,,,
player,201109250nor,nor,RogeSh99,def_int_td,0,,,,,
player,201109250nor,nor,RogeSh99,def_int_long,0,,,,,
player,201109250nor,nor,RogeSh99,pass_defended,0,,,,,
player,201109250nor,nor,RogeSh99,sacks,0.0,,,,,
player,201109250nor,nor,RogeSh99,tackles_combined,3,,,,,
player,201109250nor,nor,RogeSh99,tackles_solo,2,,,,,
player,201109250nor,nor,RogeSh99,tackles_assists,1,,,,,
player,201109250nor,nor,RogeSh99,tackles_loss,0,,,,,
player,201109250nor,nor,RogeSh99,qb_hits,0,,,,,
player,201109250nor,nor,RogeSh99,fumbles_rec,0,,,,,
player,201109250nor,nor,RogeSh99,fumbles_rec_yds,0,,,,,
player,201109250nor,nor,RogeSh99,fumbles_rec_td,0,,,,,
player,201109250nor,nor,RogeSh99,fumbles_forced,0,,,,,
player,201109250nor,nor,AbduIs00,def_int,0,,,,,
player,201109250nor,nor,AbduIs00,def_int_yds,0,,,,,
player,201109250nor,nor,AbduIs00,def_int_td,0,,,,,
player,201109250nor,nor,AbduIs00,def_int_long,0,,,,,
player,201109250nor,nor,AbduIs00,pass_defended,0,,,,,
player,201109250nor,nor,AbduIs00,sacks,0.0,,,,,
player,201109250nor,nor,AbduIs00,tackles_combined,2,,,,,
player,201109250nor,nor,AbduIs00,tackles_solo,2,,,,,
player,201109250nor,nor,AbduIs00,tackles_assists,0,,,,,
player,201109250nor,nor,AbduIs00,tackles_loss,0,,,,,
player,201109250nor,nor,AbduIs00,qb_hits,0,,,,,
player,201109250nor,nor,AbduIs00,fumbles_rec,0,,,,,
player,201109250nor,nor,AbduIs00,fumbles_rec_yds,0,,,,,
player,201109250nor,nor,AbduIs00,fumbles_rec_td,0,,,,,
player,201109250nor,nor,AbduIs00,fumbles_forced,0,,,,,
player,201109250nor,nor,WilsMa01,def_int,0,,,,,
player,201109250nor,nor,WilsMa01,def_int_yds,0,,,,,
player,201109250nor,nor,WilsMa01,def_int_td,0,,,,,
player,201109250nor,nor,WilsMa01,def_int_long,0,,,,,
player,201109250nor,nor,WilsMa01,pass_defended,0,,,,,
player,201109250nor,nor,WilsMa01,sacks,0.0,,,,,
player,201109250nor,nor,WilsMa01,tackles_combined,2,,,,,
player,201109250nor,nor,WilsMa01,tackles_solo,1,,,,,
player,201109250nor,nor,WilsMa01,tackles_assists,1,,,,,
player,201109250nor,nor,WilsMa01,tackles_loss,0,,,,,
player,201109250nor,nor,WilsMa01,qb_hits,1,,,,,
player,201109250nor,nor,WilsMa01,fumbles_rec,0,,,,,
player,201109250nor,nor,WilsMa01,fumbles_rec_yds,0,,,,,
player,201109250nor,nor,WilsMa01,fumbles_rec_td,0,,,,,
player,201109250nor,nor,WilsMa01,fumbles_forced,0,,,,,
player,201109250nor,nor,AmayJo00,def_int,0,,,,,
player,201109250nor,nor,AmayJo00,def_int_yds,0,,,,,
player,201109250nor,nor,AmayJo00,def_int_td,0,,,,,
player,201109250nor,nor,AmayJo00,def_int_long,0,,,,,
player,201109250nor,nor,AmayJo00,pass_defended,0,,,,,
player,201109250nor,nor,AmayJo00,sacks,0.0,,,,,
player,201109250nor,nor,AmayJo00,tackles_combined,1,,,,,
player,201109250nor,nor,AmayJo00,tackles_solo,1,,,,,
player,201109250nor,nor,AmayJo00,tackles_assists,0,,,,,
player,201109250nor,nor,AmayJo00,tackles_loss,0,,,,,
player,201109250nor,nor,AmayJo00,qb_hits,0,,,,,
player,201109250nor,nor,AmayJo00,fumbles_rec,0,,,,,
player,201109250nor,nor,AmayJo00,fumbles_rec_yds,0,,,,,
player,201109250nor,nor,AmayJo00,fumbles_rec_td,0,,,,,
player,201109250nor,nor,AmayJo00,fumbles_forced,0,,,,,
player,201109250nor,nor,CasiJo99,def_int,0,,,,,
player,201109250nor,nor,CasiJo99,def_int_yds,0,,,,,
player,201109250nor,nor,CasiJo99,def_int_td,0,,,,,
player,201109250nor,nor,CasiJo99,def_int_long,0,,,,,
player,201109250nor,nor,CasiJo99,pass_defended,1,,,,,
player,201109250nor,nor,CasiJo99,sacks,0.0,,,,,
player,201109250nor,nor,CasiJo99,tackles_combined,1,,,,,
player,201109250nor,nor,CasiJo99,tackles_solo,0,,,,,
player,201109250nor,nor,CasiJo99,tackles_assists,1,,,,,
player,201109250nor,nor,CasiJo99,tackles_loss,0,,,,,
player,201109250nor,nor,CasiJo99,qb_hits,0,,,,,
player,201109250nor,nor,CasiJo99,fumbles_rec,0,,,,,
player,201109250nor,nor,CasiJo99,fumbles_rec_yds,0,,,,,
player,201109250nor,nor,CasiJo99,fumbles_rec_td,0,,,,,
player,201109250nor,nor,CasiJo99,fumbles_forced,0,,,,,
player,201109250nor,nor,CollJe01,def_int,0,,,,,
player,201109250nor,nor,CollJe01,def_int_yds,0,,,,,
player,201109250nor,nor,CollJe01,def_int_td,0,,,,,
player,201109250nor,nor,CollJe01,def_int_long,0,,,,,
player,201109250nor,nor,CollJe01,pass_defended,0,,,,,
player,201109250nor,nor,CollJe01,sacks,0.0,,,,,
player,201109250nor,nor,CollJe01,tackles_combined,1,,,,,
player,201109250nor,nor,CollJe01,tackles_solo,1,,,,,
player,201109250nor,nor,CollJe01,tackles_assists,0,,,,,
player,201109250nor,nor,CollJe01,tackles_loss,0,,,,,
player,201109250nor,nor,CollJe01,qb_hits,0,,,,,
player,201109250nor,nor,CollJe01,fumbles_rec,0,,,,,
player,201109250nor,nor,CollJe01,fumbles_rec_yds,0,,,,,
player,201109250nor,nor,CollJe01,fumbles_rec_td,0,,,,,
player,201109250nor,nor,CollJe01,fumbles_forced,0,,,,,
player,201109250nor,nor,GaleJu00,def_int,0,,,,,
player,201109250nor,nor,GaleJu00,def_int_yds,0,,,,,
player,201109250nor,nor,GaleJu00,def_int_td,0,,,,,
player,201109250nor,nor,GaleJu00,def_int_long,0,,,,,
player,201109250nor,nor,GaleJu00,pass_defended,0,,,,,
player,201109250nor,nor,GaleJu00,sacks,0.0,,,,,
player,201109250nor,nor,GaleJu00,tackles_combined,1,,,,,
player,201109250nor,nor,GaleJu00,tackles_solo,1,,,,,
player,201109250nor,nor,GaleJu00,tackles_assists,0,,,,,
player,201109250nor,nor,GaleJu00,tackles_loss,0,,,,,
player,201109250nor,nor,GaleJu00,qb_hits,0,,,,,
player,201109250nor,nor,GaleJu00,fumbles_rec,0,,,,,
player,201109250nor,nor,GaleJu00,fumbles_rec_yds,0,,,,,
