game,2010,7,20101024,201010240atl,cin,"Cincinnati Bengals",32,atl,"Atlanta Falcons",39
player,201010240atl,cin,CrocCh20,def_int,0,,,,,
player,201010240atl,cin,CrocCh20,def_int_yds,0,,,,,
player,201010240atl,cin,CrocCh20,def_int_td,0,,,,,
player,201010240atl,cin,CrocCh20,def_int_long,0,,,,,
player,201010240atl,cin,CrocCh20,pass_defended,0,,,,,
player,201010240atl,cin,CrocCh20,sacks,0.0,,,,,
player,201010240atl,cin,CrocCh20,tackles_combined,4,,,,,
player,201010240atl,cin,CrocCh20,tackles_solo,4,,,,,
player,201010240atl,cin,CrocCh20,tackles_assists,0,,,,,
player,201010240atl,cin,CrocCh20,tackles_loss,0,,,,,
player,201010240atl,cin,CrocCh20,qb_hits,0,,,,,
player,201010240atl,cin,CrocCh20,fumbles_rec,0,,,,,
player,201010240atl,cin,CrocCh20,fumbles_rec_yds,0,,,,,
player,201010240atl,cin,CrocCh20,fumbles_rec_td,0,,,,,
player,201010240atl,cin,CrocCh20,fumbles_forced,0,,,,,
player,201010240atl,cin,GeatRo21,def_int,0,,,,,
player,201010240atl,cin,GeatRo21,def_int_yds,0,,,,,
player,201010240atl,cin,GeatRo21,def_int_td,0,,,,,
player,201010240atl,cin,GeatRo21,def_int_long,0,,,,,
player,201010240atl,cin,GeatRo21,pass_defended,0,,,,,
player,201010240atl,cin,GeatRo21,sacks,0.0,,,,,
player,201010240atl,cin,GeatRo21,tackles_combined,4,,,,,
player,201010240atl,cin,GeatRo21,tackles_solo,4,,,,,
player,201010240atl,cin,GeatRo21,tackles_assists,0,,,,,
player,201010240atl,cin,GeatRo21,tackles_loss,0,,,,,
player,201010240atl,cin,GeatRo21,qb_hits,0,,,,,
player,201010240atl,cin,GeatRo21,fumbles_rec,0,,,,,
player,201010240atl,cin,GeatRo21,fumbles_rec_yds,0,,,,,
player,201010240atl,cin,GeatRo21,fumbles_rec_td,0,,,,,
player,201010240atl,cin,GeatRo21,fumbles_forced,0,,,,,
player,201010240atl,cin,TrenMo99,def_int,0,,,,,
player,201010240atl,cin,TrenMo99,def_int_yds,0,,,,,
player,201010240atl,cin,TrenMo99,def_int_td,0,,,,,
player,201010240atl,cin,TrenMo99,def_int_long,0,,,,,
player,201010240atl,cin,TrenMo99,pass_defended,0,,,,,
player,201010240atl,cin,TrenMo99,sacks,0.0,,,,,
player,201010240atl,cin,TrenMo99,tackles_combined,4,,,,,
player,201010240atl,cin,TrenMo99,tackles_solo,4,,,,,
player,201010240atl,cin,TrenMo99,tackles_assists,0,,,,,
player,201010240atl,cin,TrenMo99,tackles_loss,0,,,,,
player,201010240atl,cin,TrenMo99,qb_hits,0,,,,,
player,201010240atl,cin,TrenMo99,fumbles_rec,0,,,,,
player,201010240atl,cin,TrenMo99,fumbles_rec_yds,0,,,,,
player,201010240atl,cin,TrenMo99,fumbles_rec_td,0,,,,,
player,201010240atl,cin,TrenMo99,fumbles_forced,0,,,,,
player,201010240atl,cin,GheeBr99,def_int,0,,,,,
player,201010240atl,cin,GheeBr99,def_int_yds,0,,,,,
player,201010240atl,cin,GheeBr99,def_int_td,0,,,,,
player,201010240atl,cin,GheeBr99,def_int_long,0,,,,,
player,201010240atl,cin,GheeBr99,pass_defended,0,,,,,
player,201010240atl,cin,GheeBr99,sacks,0.0,,,,,
player,201010240atl,cin,GheeBr99,tackles_combined,2,,,,,
player,201010240atl,cin,GheeBr99,tackles_solo,2,,,,,
player,201010240atl,cin,GheeBr99,tackles_assists,0,,,,,
player,201010240atl,cin,GheeBr99,tackles_loss,0,,,,,
player,201010240atl,cin,GheeBr99,qb_hits,0,,,,,
player,201010240atl,cin,GheeBr99,fumbles_rec,0,,,,,
player,201010240atl,cin,GheeBr99,fumbles_rec_yds,0,,,,,
player,201010240atl,cin,GheeBr99,fumbles_rec_td,0,,,,,
player,201010240atl,cin,GheeBr99,fumbles_forced,0,,,,,
player,201010240atl,cin,JohnBr20,def_int,0,,,,,
player,201010240atl,cin,JohnBr20,def_int_yds,0,,,,,
player,201010240atl,cin,JohnBr20,def_int_td,0,,,,,
player,201010240atl,cin,JohnBr20,def_int_long,0,,,,,
player,201010240atl,cin,JohnBr20,pass_defended,1,,,,,
player,201010240atl,cin,JohnBr20,sacks,0.0,,,,,
player,201010240atl,cin,JohnBr20,tackles_combined,2,,,,,
player,201010240atl,cin,JohnBr20,tackles_solo,2,,,,,
player,201010240atl,cin,JohnBr20,tackles_assists,0,,,,,
player,201010240atl,cin,JohnBr20,tackles_loss,0,,,,,
player,201010240atl,cin,JohnBr20,qb_hits,0,,,,,
player,201010240atl,cin,JohnBr20,fumbles_rec,0,,,,,
player,201010240atl,cin,JohnBr20,fumbles_rec_yds,0,,,,,
player,201010240atl,cin,JohnBr20,fumbles_rec_td,0,,,,,
player,201010240atl,cin,JohnBr20,fumbles_forced,0,,,,,
player,201010240atl,cin,NelsRe99,def_int,0,,,,,
player,201010240atl,cin,NelsRe99,def_int_yds,0,,,,,
player,201010240atl,cin,NelsRe99,def_int_td,0,,,,,
player,201010240atl,cin,NelsRe99,def_int_long,0,,,,,
player,201010240atl,cin,NelsRe99,pass_defended,0,,,,,
player,201010240atl,cin,NelsRe99,sacks,0.0,,,,,
player,201010240atl,cin,NelsRe99,tackles_combined,2,,,,,
player,201010240atl,cin,NelsRe99,tackles_solo,1,,,,,
player,201010240atl,cin,NelsRe99,tackles_assists,1,,,,,
player,201010240atl,cin,NelsRe99,tackles_loss,0,,,,,
player,201010240atl,cin,NelsRe99,qb_hits,0,,,,,
player,201010240atl,cin,NelsRe99,fumbles_rec,0,,,,,
player,201010240atl,cin,NelsRe99,fumbles_rec_yds,0,,,,,
player,201010240atl,cin,NelsRe99,fumbles_rec_td,0,,,,,
player,201010240atl,cin,NelsRe99,fumbles_forced,0,,,,,
player,201010240atl,cin,RuckFr99,def_int,0,,,,,
player,201010240atl,cin,RuckFr99,def_int_yds,0,,,,,
player,201010240atl,cin,RuckFr99,def_int_td,0,,,,,
player,201010240atl,cin,RuckFr99,def_int_long,0,,,,,
player,201010240atl,cin,RuckFr99,pass_defended,0,,,,,
player,201010240atl,cin,RuckFr99,sacks,0.0,,,,,
player,201010240atl,cin,RuckFr99,tackles_combined,2,,,,,
player,201010240atl,cin,RuckFr99,tackles_solo,1,,,,,
player,201010240atl,cin,RuckFr99,tackles_assists,1,,,,,
player,201010240atl,cin,RuckFr99,tackles_loss,0,,,,,
player,201010240atl,cin,RuckFr99,qb_hits,0,,,,,
player,201010240atl,cin,RuckFr99,fumbles_rec,0,,,,,
player,201010240atl,cin,RuckFr99,fumbles_rec_yds,0,,,,,
player,201010240atl,cin,RuckFr99,fumbles_rec_td,0,,,,,
player,201010240atl,cin,RuckFr99,fumbles_forced,0,,,,,
player,201010240atl,cin,SkutDa00,def_int,0,,,,,
player,201010240atl,cin,SkutDa00,def_int_yds,0,,,,,
player,201010240atl,cin,SkutDa00,def_int_td,0,,,,,
player,201010240atl,cin,SkutDa00,def_int_long,0,,,,,
player,201010240atl,cin,SkutDa00,pass_defended,0,,,,,
player,201010240atl,cin,SkutDa00,sacks,0.0,,,,,
player,201010240atl,cin,SkutDa00,tackles_combined,2,,,,,
player,201010240atl,cin,SkutDa00,tackles_solo,2,,,,,
player,201010240atl,cin,SkutDa00,tackles_assists,0,,,,,
player,201010240atl,cin,SkutDa00,tackles_loss,0,,,,,
player,201010240atl,cin,SkutDa00,qb_hits,0,,,,,
player,201010240atl,cin,SkutDa00,fumbles_rec,0,,,,,
player,201010240atl,cin,SkutDa00,fumbles_rec_yds,0,,,,,
player,201010240atl,cin,SkutDa00,fumbles_rec_td,0,,,,,
player,201010240atl,cin,SkutDa00,fumbles_forced,0,,,,,
player,201010240atl,cin,CosbQu00,def_int,0,,,,,
player,201010240atl,cin,CosbQu00,def_int_yds,0,,,,,
player,201010240atl,cin,CosbQu00,def_int_td,0,,,,,
player,201010240atl,cin,CosbQu00,def_int_long,0,,,,,
player,201010240atl,cin,CosbQu00,pass_defended,0,,,,,
player,201010240atl,cin,CosbQu00,sacks,0.0,,,,,
player,201010240atl,cin,CosbQu00,tackles_combined,1,,,,,
player,201010240atl,cin,CosbQu00,tackles_solo,1,,,,,
player,201010240atl,cin,CosbQu00,tackles_assists,0,,,,,
player,201010240atl,cin,CosbQu00,tackles_loss,0,,,,,
player,201010240atl,cin,CosbQu00,qb_hits,0,,,,,
player,201010240atl,cin,CosbQu00,fumbles_rec,0,,,,,
player,201010240atl,cin,CosbQu00,fumbles_rec_yds,0,,,,,
player,201010240atl,cin,CosbQu00,fumbles_rec_td,0,,,,,
player,201010240atl,cin,CosbQu00,fumbles_forced,0,,,,,
player,201010240atl,cin,DunlCa99,def_int,0,,,,,
player,201010240atl,cin,DunlCa99,def_int_yds,0,,,,,
player,201010240atl,cin,DunlCa99,def_int_td,0,,,,,
player,201010240atl,cin,DunlCa99,def_int_long,0,,,,,
player,201010240atl,cin,DunlCa99,pass_defended,0,,,,,
player,201010240atl,cin,DunlCa99,sacks,0.0,,,,,
player,201010240atl,cin,DunlCa99,tackles_combined,1,,,,,
player,201010240atl,cin,DunlCa99,tackles_solo,1,,,,,
player,201010240atl,cin,DunlCa99,tackles_assists,0,,,,,
player,201010240atl,cin,DunlCa99,tackles_loss,0,,,,,
player,201010240atl,cin,DunlCa99,qb_hits,0,,,,,
player,201010240atl,cin,DunlCa99,fumbles_rec,0,,,,,
player,201010240atl,cin,DunlCa99,fumbles_rec_yds,0,,,,,
player,201010240atl,cin,DunlCa99,fumbles_rec_td,0,,,,,
player,201010240atl,cin,DunlCa99,fumbles_forced,0,,,,,
player,201010240atl,cin,JohnTa20,def_int,0,,,,,
player,201010240atl,cin,JohnTa20,def_int_yds,0,,,,,
player,201010240atl,cin,JohnTa20,def_int_td,0,,,,,
player,201010240atl,cin,JohnTa20,def_int_long,0,,,,,
player,201010240atl,cin,JohnTa20,pass_defended,0,,,,,
player,201010240atl,cin,JohnTa20,sacks,0.0,,,,,
player,201010240atl,cin,JohnTa20,tackles_combined,1,,,,,
player,201010240atl,cin,JohnTa20,tackles_solo,1,,,,,
player,201010240atl,cin,JohnTa20,tackles_assists,0,,,,,
player,201010240atl,cin,JohnTa20,tackles_loss,1,,,,,
player,201010240atl,cin,JohnTa20,qb_hits,0,,,,,
player,201010240atl,cin,JohnTa20,fumbles_rec,0,,,,,
player,201010240atl,cin,JohnTa20,fumbles_rec_yds,0,,,,,
player,201010240atl,cin,JohnTa20,fumbles_rec_td,0,,,,,
player,201010240atl,cin,JohnTa20,fumbles_forced,0,,,,,
player,201010240atl,atl,AbraJo00,def_int,0,,,,,
player,201010240atl,atl,AbraJo00,def_int_yds,0,,,,,
player,201010240atl,atl,AbraJo00,def_int_td,0,,,,,
player,201010240atl,atl,AbraJo00,def_int_long,0,,,,,
player,201010240atl,atl,AbraJo00,pass_defended,1,,,,,
player,201010240atl,atl,AbraJo00,sacks,2.0,,,,,
player,201010240atl,atl,AbraJo00,tackles_combined,2,,,,,
player,201010240atl,atl,AbraJo00,tackles_solo,2,,,,,
player,201010240atl,atl,AbraJo00,tackles_assists,0,,,,,
player,201010240atl,atl,AbraJo00,tackles_loss,2,,,,,
player,201010240atl,atl,AbraJo00,qb_hits,3,,,,,
player,201010240atl,atl,AbraJo00,fumbles_rec,0,,,,,
player,201010240atl,atl,AbraJo00,fumbles_rec_yds,0,,,,,
player,201010240atl,atl,AbraJo00,fumbles_rec_td,0,,,,,
player,201010240atl,atl,AbraJo00,fumbles_forced,0,,,,,
player,201010240atl,atl,WillBr22,def_int,0,,,,,
player,201010240atl,atl,WillBr22,def_int_yds,0,,,,,
player,201010240atl,atl,WillBr22,def_int_td,0,,,,,
player,201010240atl,atl,WillBr22,def_int_long,0,,,,,
player,201010240atl,atl,WillBr22,pass_defended,0,,,,,
player,201010240atl,atl,WillBr22,sacks,1.0,,,,,
player,201010240atl,atl,WillBr22,tackles_combined,9,,,,,
player,201010240atl,atl,WillBr22,tackles_solo,6,,,,,
player,201010240atl,atl,WillBr22,tackles_assists,3,,,,,
player,201010240atl,atl,WillBr22,tackles_loss,1,,,,,
player,201010240atl,atl,WillBr22,qb_hits,1,,,,,
player,201010240atl,atl,WillBr22,fumbles_rec,1,,,,,
player,201010240atl,atl,WillBr22,fumbles_rec_yds,12,,,,,
player,201010240atl,atl,WillBr22,fumbles_rec_td,0,,,,,
player,201010240atl,atl,WillBr22,fumbles_forced,0,,,,,
player,201010240atl,atl,OwenCh99,def_int,0,,,,,
player,201010240atl,atl,OwenCh99,def_int_yds,0,,,,,
player,201010240atl,atl,OwenCh99,def_int_td,0,,,,,
player,201010240atl,atl,OwenCh99,def_int_long,0,,,,,
player,201010240atl,atl,OwenCh99,pass_defended,0,,,,,
player,201010240atl,atl,OwenCh99,sacks,0.0,,,,,
player,201010240atl,atl,OwenCh99,tackles_combined,12,,,,,
player,201010240atl,atl,OwenCh99,tackles_solo,11,,,,,
player,201010240atl,atl,OwenCh99,tackles_assists,1,,,,,
player,201010240atl,atl,OwenCh99,tackles_loss,0,,,,,
player,201010240atl,atl,OwenCh99,qb_hits,0,,,,,
player,201010240atl,atl,OwenCh99,fumbles_rec,0,,,,,
player,201010240atl,atl,OwenCh99,fumbles_rec_yds,0,,,,,
player,201010240atl,atl,OwenCh99,fumbles_rec_td,0,,,,,
player,201010240atl,atl,OwenCh99,fumbles_forced,0,,,,,
player,201010240atl,atl,ColeEr21,def_int,0,,,,,
player,201010240atl,atl,ColeEr21,def_int_yds,0,,,,,
player,201010240atl,atl,ColeEr21,def_int_td,0,,,,,
player,201010240atl,atl,ColeEr21,def_int_long,0,,,,,
player,201010240atl,atl,ColeEr21,pass_defended,0,,,,,
player,201010240atl,atl,ColeEr21,sacks,0.0,,,,,
player,201010240atl,atl,ColeEr21,tackles_combined,9,,,,,
player,201010240atl,atl,ColeEr21,tackles_solo,8,,,,,
player,201010240atl,atl,ColeEr21,tackles_assists,1,,,,,
player,201010240atl,atl,ColeEr21,tackles_loss,0,,,,,
player,201010240atl,atl,ColeEr21,qb_hits,0,,,,,
player,201010240atl,atl,ColeEr21,fumbles_rec,0,,,,,
player,201010240atl,atl,ColeEr21,fumbles_rec_yds,0,,,,,
player,201010240atl,atl,ColeEr21,fumbles_rec_td,0,,,,,
player,201010240atl,atl,ColeEr21,fumbles_forced,0,,,,,
player,201010240atl,atl,LoftCu99,def_int,0,,,,,
player,201010240atl,atl,LoftCu99,def_int_yds,0,,,,,
player,201010240atl,atl,LoftCu99,def_int_td,0,,,,,
player,201010240atl,atl,LoftCu99,def_int_long,0,,,,,
player,201010240atl,atl,LoftCu99,pass_defended,1,,,,,
player,201010240atl,atl,LoftCu99,sacks,0.0,,,,,
player,201010240atl,atl,LoftCu99,tackles_combined,7,,,,,
player,201010240atl,atl,LoftCu99,tackles_solo,6,,,,,
player,201010240atl,atl,LoftCu99,tackles_assists,1,,,,,
player,201010240atl,atl,LoftCu99,tackles_loss,0,,,,,
player,201010240atl,atl,LoftCu99,qb_hits,0,,,,,
player,201010240atl,atl,LoftCu99,fumbles_rec,0,,,,,
player,201010240atl,atl,LoftCu99,fumbles_rec_yds,0,,,,,
player,201010240atl,atl,LoftCu99,fumbles_rec_td,0,,,,,
player,201010240atl,atl,LoftCu99,fumbles_forced,2,,,,,
player,201010240atl,atl,NichSt99,def_int,0,,,,,
player,201010240atl,atl,NichSt99,def_int_yds,0,,,,,
player,201010240atl,atl,NichSt99,def_int_td,0,,,,,
player,201010240atl,atl,NichSt99,def_int_long,0,,,,,
player,201010240atl,atl,NichSt99,pass_defended,0,,,,,
player,201010240atl,atl,NichSt99,sacks,0.0,,,,,
player,201010240atl,atl,NichSt99,tackles_combined,6,,,,,
player,201010240atl,atl,NichSt99,tackles_solo,4,,,,,
player,201010240atl,atl,NichSt99,tackles_assists,2,,,,,
player,201010240atl,atl,NichSt99,tackles_loss,0,,,,,
player,201010240atl,atl,NichSt99,qb_hits,0,,,,,
player,201010240atl,atl,NichSt99,fumbles_rec,0,,,,,
player,201010240atl,atl,NichSt99,fumbles_rec_yds,0,,,,,
player,201010240atl,atl,NichSt99,fumbles_rec_td,0,,,,,
player,201010240atl,atl,NichSt99,fumbles_forced,0,,,,,
player,201010240atl,atl,GrimBr20,def_int,0,,,,,
player,201010240atl,atl,GrimBr20,def_int_yds,0,,,,,
player,201010240atl,atl,GrimBr20,def_int_td,0,,,,,
player,201010240atl,atl,GrimBr20,def_int_long,0,,,,,
player,201010240atl,atl,GrimBr20,pass_defended,1,,,,,
player,201010240atl,atl,GrimBr20,sacks,0.0,,,,,
player,201010240atl,atl,GrimBr20,tackles_combined,5,,,,,
player,201010240atl,atl,GrimBr20,tackles_solo,5,,,,,
player,201010240atl,atl,GrimBr20,tackles_assists,0,,,,,
player,201010240atl,atl,GrimBr20,tackles_loss,0,,,,,
player,201010240atl,atl,GrimBr20,qb_hits,0,,,,,
player,201010240atl,atl,GrimBr20,fumbles_rec,0,,,,,
player,201010240atl,atl,GrimBr20,fumbles_rec_yds,0,,,,,
player,201010240atl,atl,GrimBr20,fumbles_rec_td,0,,,,,
player,201010240atl,atl,GrimBr20,fumbles_forced,0,,,,,
player,201010240atl,atl,MoorWi99,def_int,0,,,,,
player,201010240atl,atl,MoorWi99,def_int_yds,0,,,,,
player,201010240atl,atl,MoorWi99,def_int_td,0,,,,,
player,201010240atl,atl,MoorWi99,def_int_long,0,,,,,
player,201010240atl,atl,MoorWi99,pass_defended,0,,,,,
player,201010240atl,atl,MoorWi99,sacks,0.0,,,,,
player,201010240atl,atl,MoorWi99,tackles_combined,5,,,,,
player,201010240atl,atl,MoorWi99,tackles_solo,4,,,,,
player,201010240atl,atl,MoorWi99,tackles_assists,1,,,,,
player,201010240atl,atl,MoorWi99,tackles_loss,0,,,,,
player,201010240atl,atl,MoorWi99,qb_hits,0,,,,,
player,201010240atl,atl,MoorWi99,fumbles_rec,0,,,,,
player,201010240atl,atl,MoorWi99,fumbles_rec_yds,0,,,,,
player,201010240atl,atl,MoorWi99,fumbles_rec_td,0,,,,,
player,201010240atl,atl,MoorWi99,fumbles_forced,0,,,,,
player,201010240atl,atl,WalkVa99,def_int,0,,,,,
player,201010240atl,atl,WalkVa99,def_int_yds,0,,,,,
player,201010240atl,atl,WalkVa99,def_int_td,0,,,,,
player,201010240atl,atl,WalkVa99,def_int_long,0,,,,,
player,201010240atl,atl,WalkVa99,pass_defended,0,,,,,
player,201010240atl,atl,WalkVa99,sacks,0.0,,,,,
player,201010240atl,atl,WalkVa99,tackles_combined,5,,,,,
player,201010240atl,atl,WalkVa99,tackles_solo,4,,,,,
player,201010240atl,atl,WalkVa99,tackles_assists,1,,,,,
player,201010240atl,atl,WalkVa99,tackles_loss,2,,,,,
player,201010240atl,atl,WalkVa99,qb_hits,0,,,,,
player,201010240atl,atl,WalkVa99,fumbles_rec,0,,,,,
player,201010240atl,atl,WalkVa99,fumbles_rec_yds,0,,,,,
player,201010240atl,atl,WalkVa99,fumbles_rec_td,0,,,,,
player,201010240atl,atl,WalkVa99,fumbles_forced,0,,,,,
player,201010240atl,atl,AdkiSp99,def_int,0,,,,,
player,201010240atl,atl,AdkiSp99,def_int_yds,0,,,,,
player,201010240atl,atl,AdkiSp99,def_int_td,0,,,,,
player,201010240atl,atl,AdkiSp99,def_int_long,0,,,,,
player,201010240atl,atl,AdkiSp99,pass_defended,0,,,,,
player,201010240atl,atl,AdkiSp99,sacks,0.0,,,,,
player,201010240atl,atl,AdkiSp99,tackles_combined,2,,,,,
player,201010240atl,atl,AdkiSp99,tackles_solo,1,,,,,
player,201010240atl,atl,AdkiSp99,tackles_assists,1,,,,,
player,201010240atl,atl,AdkiSp99,tackles_loss,0,,,,,
player,201010240atl,atl,AdkiSp99,qb_hits,0,,,,,
player,201010240atl,atl,AdkiSp99,fumbles_rec,0,,,,,
player,201010240atl,atl,AdkiSp99,fumbles_rec_yds,0,,,,,
player,201010240atl,atl,AdkiSp99,fumbles_rec_td,0,,,,,
player,201010240atl,atl,AdkiSp99,fumbles_forced,0,,,,,
player,201010240atl,atl,BierKr99,def_int,0,,,,,
player,201010240atl,atl,BierKr99,def_int_yds,0,,,,,
player,201010240atl,atl,BierKr99,def_int_td,0,,,,,
player,201010240atl,atl,BierKr99,def_int_long,0,,,,,
player,201010240atl,atl,BierKr99,pass_defended,0,,,,,
player,201010240atl,atl,BierKr99,sacks,0.0,,,,,
player,201010240atl,atl,BierKr99,tackles_combined,2,,,,,
player,201010240atl,atl,BierKr99,tackles_solo,2,,,,,
player,201010240atl,atl,BierKr99,tackles_assists,0,,,,,
player,201010240atl,atl,BierKr99,tackles_loss,0,,,,,
player,201010240atl,atl,BierKr99,qb_hits,1,,,,,
player,201010240atl,atl,BierKr99,fumbles_rec,0,,,,,
player,201010240atl,atl,BierKr99,fumbles_rec_yds,0,,,,,
player,201010240atl,atl,BierKr99,fumbles_rec_td,0,,,,,
player,201010240atl,atl,BierKr99,fumbles_forced,0,,,,,
player,201010240atl,atl,DaviCh22,def_int,0,,,,,
player,201010240atl,atl,DaviCh22,def_int_yds,0,,,,,
player,201010240atl,atl,DaviCh22,def_int_td,0,,,,,
player,201010240atl,atl,DaviCh22,def_int_long,0,,,,,
player,201010240atl,atl,DaviCh22,pass_defended,0,,,,,
player,201010240atl,atl,DaviCh22,sacks,0.0,,,,,
player,201010240atl,atl,DaviCh22,tackles_combined,2,,,,,
player,201010240atl,atl,DaviCh22,tackles_solo,1,,,,,
player,201010240atl,atl,DaviCh22,tackles_assists,1,,,,,
player,201010240atl,atl,DaviCh22,tackles_loss,1,,,,,
player,201010240atl,atl,DaviCh22,qb_hits,0,,,,,
player,201010240atl,atl,DaviCh22,fumbles_rec,0,,,,,
player,201010240atl,atl,DaviCh22,fumbles_rec_yds,0,,,,,
player,201010240atl,atl,DaviCh22,fumbles_rec_td,0,,,,,
player,201010240atl,atl,DaviCh22,fumbles_forced,0,,,,,
player,201010240atl,atl,DeCoTh99,def_int,0,,,,,
player,201010240atl,atl,DeCoTh99,def_int_yds,0,,,,,
player,201010240atl,atl,DeCoTh99,def_int_td,0,,,,,
player,201010240atl,atl,DeCoTh99,def_int_long,0,,,,,
player,201010240atl,atl,DeCoTh99,pass_defended,0,,,,,
player,201010240atl,atl,DeCoTh99,sacks,0.0,,,,,
player,201010240atl,atl,DeCoTh99,tackles_combined,2,,,,,
player,201010240atl,atl,DeCoTh99,tackles_solo,2,,,,,
player,201010240atl,atl,DeCoTh99,tackles_assists,0,,,,,
player,201010240atl,atl,DeCoTh99,tackles_loss,0,,,,,
player,201010240atl,atl,DeCoTh99,qb_hits,0,,,,,
player,201010240atl,atl,DeCoTh99,fumbles_rec,0,,,,,
player,201010240atl,atl,DeCoTh99,fumbles_rec_yds,0,,,,,
player,201010240atl,atl,DeCoTh99,fumbles_rec_td,0,,,,,
player,201010240atl,atl,DeCoTh99,fumbles_forced,0,,,,,
player,201010240atl,atl,PeteMi20,def_int,0,,,,,
player,201010240atl,atl,PeteMi20,def_int_yds,0,,,,,
player,201010240atl,atl,PeteMi20,def_int_td,0,,,,,
player,201010240atl,atl,PeteMi20,def_int_long,0,,,,,
player,201010240atl,atl,PeteMi20,pass_defended,0,,,,,
player,201010240atl,atl,PeteMi20,sacks,0.0,,,,,
player,201010240atl,atl,PeteMi20,tackles_combined,2,,,,,
player,201010240atl,atl,PeteMi20,tackles_solo,2,,,,,
player,201010240atl,atl,PeteMi20,tackles_assists,0,,,,,
player,201010240atl,atl,PeteMi20,tackles_loss,0,,,,,
player,201010240atl,atl,PeteMi20,qb_hits,0,,,,,
player,201010240atl,atl,PeteMi20,fumbles_rec,0,,,,,
player,201010240atl,atl,PeteMi20,fumbles_rec_yds,0,,,,,
player,201010240atl,atl,PeteMi20,fumbles_rec_td,0,,,,,
player,201010240atl,atl,PeteMi20,fumbles_forced,0,,,,,
player,201010240atl,atl,SchiSh99,def_int,0,,,,,
player,201010240atl,atl,SchiSh99,def_int_yds,0,,,,,
player,201010240atl,atl,SchiSh99,def_int_td,0,,,,,
player,201010240atl,atl,SchiSh99,def_int_long,0,,,,,
player,201010240atl,atl,SchiSh99,pass_defended,0,,,,,
player,201010240atl,atl,SchiSh99,sacks,0.0,,,,,
player,201010240atl,atl,SchiSh99,tackles_combined,2,,,,,
player,201010240atl,atl,SchiSh99,tackles_solo,0,,,,,
player,201010240atl,atl,SchiSh99,tackles_assists,2,,,,,
player,201010240atl,atl,SchiSh99,tackles_loss,0,,,,,
player,201010240atl,atl,SchiSh99,qb_hits,0,,,,,
player,201010240atl,atl,SchiSh99,fumbles_rec,0,,,,,
player,201010240atl,atl,SchiSh99,fumbles_rec_yds,0,,,,,
player,201010240atl,atl,SchiSh99,fumbles_rec_td,0,,,,,
player,201010240atl,atl,SchiSh99,fumbles_forced,0,,,,,
player,201010240atl,atl,AndeJa98,def_int,0,,,,,
player,201010240atl,atl,AndeJa98,def_int_yds,0,,,,,
player,201010240atl,atl,AndeJa98,def_int_td,0,,,,,
player,201010240atl,atl,AndeJa98,def_int_long,0,,,,,
player,201010240atl,atl,AndeJa98,pass_defended,0,,,,,
player,201010240atl,atl,AndeJa98,sacks,0.0,,,,,
player,201010240atl,atl,AndeJa98,tackles_combined,1,,,,,
player,201010240atl,atl,AndeJa98,tackles_solo,1,,,,,
player,201010240atl,atl,AndeJa98,tackles_assists,0,,,,,
player,201010240atl,atl,AndeJa98,tackles_loss,0,,,,,
player,201010240atl,atl,AndeJa98,qb_hits,0,,,,,
player,201010240atl,atl,AndeJa98,fumbles_rec,0,,,,,
player,201010240atl,atl,AndeJa98,fumbles_rec_yds,0,,,,,
player,201010240atl,atl,AndeJa98,fumbles_rec_td,0,,,,,
player,201010240atl,atl,AndeJa98,fumbles_forced,0,,,,,
player,201010240atl,atl,BabiJo20,def_int,0,,,,,
player,201010240atl,atl,BabiJo20,def_int_yds,0,,,,,
player,201010240atl,atl,BabiJo20,def_int_td,0,,,,,
player,201010240atl,atl,BabiJo20,def_int_long,0,,,,,
player,201010240atl,atl,BabiJo20,pass_defended,0,,,,,
player,201010240atl,atl,BabiJo20,sacks,0.0,,,,,
player,201010240atl,atl,BabiJo20,tackles_combined,1,,,,,
player,201010240atl,atl,BabiJo20,tackles_solo,1,,,,,
player,201010240atl,atl,BabiJo20,tackles_assists,0,,,,,
player,201010240atl,atl,BabiJo20,tackles_loss,0,,,,,
player,201010240atl,atl,BabiJo20,qb_hits,0,,,,,
player,201010240atl,atl,BabiJo20,fumbles_rec,0,,,,,
player,201010240atl,atl,BabiJo20,fumbles_rec_yds,0,,,,,
player,201010240atl,atl,BabiJo20,fumbles_rec_td,0,,,,,
player,201010240atl,atl,BabiJo20,fumbles_forced,0,,,,,
player,201010240atl,atl,JohnGa01,def_int,0,,,,,
player,201010240atl,atl,JohnGa01,def_int_yds,0,,,,,
player,201010240atl,atl,JohnGa01,def_int_td,0,,,,,
player,201010240atl,atl,JohnGa01,def_int_long,0,,,,,
player,201010240atl,atl,JohnGa01,pass_defended,0,,,,,
player,201010240atl,atl,JohnGa01,sacks,0.0,,,,,
player,201010240atl,atl,JohnGa01,tackles_combined,1,,,,,
player,201010240atl,atl,JohnGa01,tackles_solo,1,,,,,
player,201010240atl,atl,JohnGa01,tackles_assists,0,,,,,
player,201010240atl,atl,JohnGa01,tackles_loss,0,,,,,
player,201010240atl,atl,JohnGa01,qb_hits,0,,,,,
player,201010240atl,atl,JohnGa01,fumbles_rec,0,,,,,
player,201010240atl,atl,JohnGa01,fumbles_rec_yds,0,,,,,
player,201010240atl,atl,JohnGa01,fumbles_rec_td,0,,,,,
player,201010240atl,atl,JohnGa01,fumbles_forced,0,,,,,
